t,dt,x,y,delta,speed,location,dialog_open,bag_open,target,panel_size,event
87.34,0.050,87,72,1.0,19.8,Bewitcher Cave,0,0,,0,
87.39,0.050,86,71,1.4,28.0,Bewitcher Cave,0,0,,0,
87.44,0.051,86,71,0.0,0.0,Bewitcher Cave,0,0,,0,
87.49,0.051,86,70,1.0,19.8,Bewitcher Cave,0,0,,0,
87.54,0.050,86,69,1.0,19.9,Bewitcher Cave,0,0,,0,
87.59,0.051,86,69,0.0,0.0,Bewitcher Cave,0,0,,0,
87.64,0.050,85,68,1.4,28.0,Bewitcher Cave,0,0,,0,
87.69,0.051,85,68,0.0,0.0,Bewitcher Cave,0,0,,0,
87.74,0.050,85,67,1.0,19.9,Bewitcher Cave,0,0,,0,
87.79,0.051,85,67,0.0,0.0,Bewitcher Cave,0,0,,0,
87.84,0.051,85,66,1.0,19.8,Bewitcher Cave,0,0,,0,
87.89,0.050,84,66,1.0,19.8,Bewitcher Cave,0,0,,0,
87.94,0.051,84,65,1.0,19.7,Bewitcher Cave,0,0,,0,
88.00,0.051,84,64,1.0,19.7,Bewitcher Cave,0,0,,0,
88.05,0.050,84,63,1.0,19.8,Bewitcher Cave,0,0,,0,
88.10,0.050,83,63,1.0,19.9,Bewitcher Cave,0,0,,0,
88.15,0.050,83,62,1.0,19.9,Bewitcher Cave,0,0,,0,
88.20,0.051,83,62,0.0,0.0,Bewitcher Cave,0,0,,0,
88.25,0.051,83,61,1.0,19.8,Bewitcher Cave,0,0,,0,
88.30,0.050,83,61,0.0,0.0,Bewitcher Cave,0,0,,0,
88.35,0.051,82,60,1.4,27.9,Bewitcher Cave,0,0,,0,
88.40,0.051,82,59,1.0,19.7,Bewitcher Cave,0,0,,0,
88.45,0.050,82,59,0.0,0.0,Bewitcher Cave,0,0,,0,
88.50,0.051,82,59,0.0,0.0,Bewitcher Cave,0,0,,0,
88.55,0.050,82,59,0.0,0.0,Bewitcher Cave,0,0,,0,
88.60,0.051,82,58,1.0,19.8,Bewitcher Cave,0,0,,0,
88.65,0.050,83,58,1.0,19.9,Bewitcher Cave,0,0,,0,
88.70,0.050,83,57,1.0,19.9,Bewitcher Cave,0,0,,0,
88.75,0.050,84,57,1.0,19.9,Bewitcher Cave,0,0,,0,
88.80,0.050,84,56,1.0,19.8,Bewitcher Cave,0,0,,0,
88.85,0.051,84,56,0.0,0.0,Bewitcher Cave,0,0,,0,
88.90,0.050,85,55,1.4,28.1,Bewitcher Cave,0,0,,0,
88.95,0.050,85,55,0.0,0.0,Bewitcher Cave,0,0,,0,
89.00,0.051,86,54,1.4,27.9,Bewitcher Cave,0,0,,0,
89.05,0.050,86,54,0.0,0.0,Bewitcher Cave,0,0,,0,
89.11,0.051,86,53,1.0,19.7,Bewitcher Cave,0,0,,0,
89.16,0.051,87,53,1.0,19.8,Bewitcher Cave,0,0,,0,
89.21,0.050,87,52,1.0,19.8,Bewitcher Cave,0,0,,0,
89.26,0.050,88,52,1.0,19.8,Bewitcher Cave,0,0,,0,
89.31,0.051,88,51,1.0,19.8,Bewitcher Cave,0,0,,0,
89.36,0.050,88,51,0.0,0.0,Bewitcher Cave,0,0,,0,
89.41,0.050,89,50,1.4,28.1,Bewitcher Cave,0,0,,0,
89.46,0.051,89,50,0.0,0.0,Bewitcher Cave,0,0,,0,
89.51,0.050,90,49,1.4,28.0,Bewitcher Cave,0,0,,0,
89.56,0.050,90,49,0.0,0.0,Bewitcher Cave,0,0,,0,
89.61,0.051,90,48,1.0,19.7,Bewitcher Cave,0,0,,0,
89.66,0.050,91,48,1.0,19.9,Bewitcher Cave,0,0,,0,
89.71,0.050,91,47,1.0,19.8,Bewitcher Cave,0,0,,0,
89.76,0.050,92,47,1.0,19.8,Bewitcher Cave,0,0,,0,
89.81,0.050,92,46,1.0,19.8,Bewitcher Cave,0,0,,0,
89.86,0.050,92,46,0.0,0.0,Bewitcher Cave,0,0,,0,
89.91,0.051,93,45,1.4,27.9,Bewitcher Cave,0,0,,0,
89.96,0.051,93,44,1.0,19.7,Bewitcher Cave,0,0,,0,
90.01,0.051,94,44,1.0,19.7,Bewitcher Cave,0,0,,0,
90.06,0.050,94,44,0.0,0.0,Bewitcher Cave,0,0,,0,
90.11,0.050,94,43,1.0,19.9,Bewitcher Cave,0,0,,0,
90.17,0.050,95,43,1.0,19.8,Bewitcher Cave,0,0,,0,
90.22,0.050,95,42,1.0,19.8,Bewitcher Cave,0,0,,0,
90.27,0.051,96,42,1.0,19.7,Bewitcher Cave,0,0,,0,
90.32,0.051,96,41,1.0,19.8,Bewitcher Cave,0,0,,0,
90.37,0.051,96,41,0.0,0.0,Bewitcher Cave,0,0,,0,
90.42,0.050,97,40,1.4,28.1,Bewitcher Cave,0,0,,0,
90.47,0.050,97,40,0.0,0.0,Bewitcher Cave,0,0,,0,
90.52,0.051,97,39,1.0,19.8,Bewitcher Cave,0,0,,0,
90.57,0.051,98,38,1.4,27.9,Bewitcher Cave,0,0,,0,
90.62,0.051,98,38,0.0,0.0,Bewitcher Cave,0,0,,0,
90.67,0.050,99,37,1.4,28.1,Bewitcher Cave,0,0,,0,
90.72,0.050,99,37,0.0,0.0,Bewitcher Cave,0,0,,0,
90.77,0.051,100,36,1.4,27.9,Bewitcher Cave,0,0,,0,
90.82,0.050,100,36,0.0,0.0,Bewitcher Cave,0,0,,0,
90.87,0.050,100,35,1.0,19.9,Bewitcher Cave,0,0,,0,
90.92,0.050,101,35,1.0,19.8,Bewitcher Cave,0,0,,0,
90.97,0.051,101,35,0.0,0.0,Bewitcher Cave,0,0,,0,
91.02,0.050,101,34,1.0,19.9,Bewitcher Cave,0,0,,0,
91.07,0.050,102,34,1.0,19.8,Bewitcher Cave,0,0,,0,
91.12,0.050,102,33,1.0,19.9,Bewitcher Cave,0,0,,0,
91.18,0.051,103,32,1.4,27.8,Bewitcher Cave,0,0,,0,
91.23,0.051,103,32,0.0,0.0,Bewitcher Cave,0,0,,0,
91.28,0.051,103,32,0.0,0.0,Bewitcher Cave,0,0,,0,
91.33,0.050,104,31,1.4,28.0,Bewitcher Cave,0,0,,0,
91.38,0.051,104,30,1.0,19.7,Bewitcher Cave,0,0,,0,
91.43,0.050,104,30,0.0,0.0,Bewitcher Cave,0,0,,0,
91.48,0.050,105,29,1.4,28.1,Bewitcher Cave,0,0,,0,
91.53,0.051,105,29,0.0,0.0,Bewitcher Cave,0,0,,0,
91.58,0.051,106,28,1.4,28.0,Bewitcher Cave,0,0,,0,
91.63,0.051,106,28,0.0,0.0,Bewitcher Cave,0,0,,0,
91.68,0.050,107,27,1.4,28.0,Bewitcher Cave,0,0,,0,
91.73,0.050,107,27,0.0,0.0,Bewitcher Cave,0,0,,0,
91.78,0.051,107,26,1.0,19.8,Bewitcher Cave,0,0,,0,
91.83,0.050,108,26,1.0,19.9,Bewitcher Cave,0,0,,0,
91.88,0.050,108,26,0.0,0.0,Bewitcher Cave,0,0,,0,
91.93,0.051,108,25,1.0,19.6,Bewitcher Cave,0,0,,0,
91.98,0.050,109,24,1.4,28.0,Bewitcher Cave,0,0,,0,
92.03,0.050,109,24,0.0,0.0,Bewitcher Cave,0,0,,0,
92.08,0.050,110,23,1.4,28.2,Bewitcher Cave,0,0,,0,
92.13,0.050,110,23,0.0,0.0,Bewitcher Cave,0,0,,0,
92.19,0.050,110,22,1.0,19.9,Bewitcher Cave,0,0,,0,
92.24,0.050,111,22,1.0,19.9,Bewitcher Cave,0,0,,0,
92.29,0.051,111,21,1.0,19.7,Bewitcher Cave,0,0,,0,
92.34,0.051,112,21,1.0,19.7,Bewitcher Cave,0,0,,0,
92.39,0.050,112,20,1.0,19.8,Bewitcher Cave,0,0,,0,
92.44,0.051,112,20,0.0,0.0,Bewitcher Cave,0,0,,0,
92.49,0.050,113,19,1.4,28.2,Bewitcher Cave,0,0,,0,
92.54,0.051,113,19,0.0,0.0,Bewitcher Cave,0,0,,0,
92.59,0.050,114,18,1.4,28.1,Bewitcher Cave,0,0,,0,
92.64,0.051,114,18,0.0,0.0,Bewitcher Cave,0,0,,0,
92.69,0.050,114,17,1.0,19.9,Bewitcher Cave,0,0,,0,
92.74,0.051,115,17,1.0,19.8,Bewitcher Cave,0,0,,0,
92.79,0.050,115,16,1.0,19.9,Bewitcher Cave,0,0,,0,
92.84,0.050,116,16,1.0,19.9,Bewitcher Cave,0,0,,0,
92.89,0.051,116,15,1.0,19.7,Bewitcher Cave,0,0,,0,
92.94,0.050,116,15,0.0,0.0,Bewitcher Cave,0,0,,0,
92.99,0.050,117,14,1.4,28.1,Bewitcher Cave,0,0,,0,
93.04,0.051,117,14,0.0,0.0,Bewitcher Cave,0,0,,0,
93.09,0.051,118,13,1.4,27.9,Bewitcher Cave,0,0,,0,
93.15,0.051,118,13,0.0,0.0,Bewitcher Cave,0,0,,0,
93.20,0.051,118,12,1.0,19.7,Bewitcher Cave,0,0,,0,
93.25,0.051,119,12,1.0,19.8,Bewitcher Cave,0,0,,0,
93.30,0.051,119,11,1.0,19.8,Bewitcher Cave,0,0,,0,
93.35,0.050,119,11,0.0,0.0,Bewitcher Cave,0,0,,0,
93.40,0.051,120,10,1.4,27.8,Bewitcher Cave,0,0,,0,
93.45,0.051,120,10,0.0,0.0,Bewitcher Cave,0,0,,0,
93.50,0.051,120,10,0.0,0.0,Bewitcher Cave,0,0,,0,
93.55,0.050,120,9,1.0,19.9,Bewitcher Cave,0,0,,0,
93.60,0.051,120,9,0.0,0.0,Bewitcher Cave,0,0,,0,
93.65,0.051,120,8,1.0,19.7,Bewitcher Cave,0,0,,0,
93.70,0.050,120,7,1.0,19.9,Bewitcher Cave,0,0,,0,
93.75,0.050,120,7,0.0,0.0,Bewitcher Cave,0,0,,0,
93.80,0.050,120,6,1.0,19.9,Bewitcher Cave,0,0,,0,
93.85,0.050,120,5,1.0,19.9,Bewitcher Cave,0,0,,0,
93.90,0.050,120,5,0.0,0.0,Bewitcher Cave,0,0,,0,
93.95,0.051,120,4,1.0,19.7,Bewitcher Cave,0,0,,0,
94.00,0.050,120,4,0.0,0.0,Bewitcher Cave,0,0,,0,
94.05,0.051,120,3,1.0,19.8,Bewitcher Cave,0,0,,0,
94.10,0.051,120,2,1.0,19.8,Bewitcher Cave,0,0,,0,
94.16,0.051,120,2,0.0,0.0,Bewitcher Cave,0,0,,0,
94.21,0.051,119,1,1.4,27.9,Bewitcher Cave,0,0,,0,
94.26,0.051,119,0,1.0,19.8,Bewitcher Cave,0,0,,0,
94.31,0.051,119,0,0.0,0.0,Bewitcher Cave,0,0,,0,
94.36,0.050,119,-1,1.0,19.9,Bloodsucker Zone,0,0,,0,
94.41,0.051,119,-2,1.0,19.6,Bloodsucker Zone,0,0,,0,
94.46,0.051,119,-2,0.0,0.0,Bloodsucker Zone,0,0,,0,
94.51,0.051,119,-3,1.0,19.7,Bloodsucker Zone,0,0,,0,
94.56,0.051,119,-4,1.0,19.7,Bloodsucker Zone,0,0,,0,
94.61,0.051,119,-4,0.0,0.0,Bloodsucker Zone,0,0,,0,
94.66,0.051,119,-5,1.0,19.7,Bloodsucker Zone,0,0,,0,
94.71,0.050,119,-5,0.0,0.0,Bloodsucker Zone,0,0,,0,
94.76,0.050,119,-6,1.0,19.9,Bloodsucker Zone,0,0,,0,
94.81,0.051,119,-7,1.0,19.8,Bloodsucker Zone,0,0,,0,
94.86,0.051,119,-7,0.0,0.0,Bloodsucker Zone,0,0,,0,
94.91,0.051,119,-8,1.0,19.8,Bloodsucker Zone,0,0,,0,
94.96,0.051,119,-9,1.0,19.6,Bloodsucker Zone,0,0,,0,
95.02,0.051,119,-9,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.07,0.050,119,-10,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.12,0.050,119,-10,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.17,0.050,119,-11,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.22,0.051,119,-12,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.27,0.051,119,-12,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.32,0.051,119,-13,1.0,19.6,Bloodsucker Zone,0,0,,0,
95.37,0.051,119,-14,1.0,19.6,Bloodsucker Zone,0,0,,0,
95.42,0.050,119,-14,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.47,0.051,119,-15,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.52,0.051,119,-16,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.57,0.051,118,-17,1.4,28.0,Bloodsucker Zone,0,0,,0,
95.62,0.051,118,-17,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.67,0.051,118,-18,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.72,0.050,118,-18,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.77,0.051,118,-19,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.83,0.051,118,-20,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.88,0.051,118,-20,0.0,0.0,Bloodsucker Zone,0,0,,0,
95.93,0.051,118,-21,1.0,19.8,Bloodsucker Zone,0,0,,0,
95.98,0.050,118,-21,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.03,0.051,118,-22,1.0,19.8,Bloodsucker Zone,0,0,,0,
96.08,0.051,118,-23,1.0,19.8,Bloodsucker Zone,0,0,,0,
96.13,0.051,118,-23,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.18,0.051,118,-24,1.0,19.8,Bloodsucker Zone,0,0,,0,
96.23,0.051,118,-25,1.0,19.7,Bloodsucker Zone,0,0,,0,
96.28,0.051,118,-25,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.33,0.051,119,-26,1.4,28.0,Bloodsucker Zone,0,0,,0,
96.38,0.050,119,-26,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.43,0.051,119,-26,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.48,0.051,120,-27,1.4,27.9,Bloodsucker Zone,0,0,,0,
96.53,0.051,120,-28,1.0,19.7,Bloodsucker Zone,0,0,,0,
96.58,0.050,120,-28,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.63,0.051,121,-28,1.0,19.7,Bloodsucker Zone,0,0,,0,
96.69,0.051,121,-29,1.0,19.7,Bloodsucker Zone,0,0,,0,
96.74,0.051,122,-29,1.0,19.8,Bloodsucker Zone,0,0,,0,
96.79,0.050,122,-30,1.0,19.8,Bloodsucker Zone,0,0,,0,
96.84,0.050,122,-30,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.89,0.051,123,-31,1.4,27.9,Bloodsucker Zone,0,0,,0,
96.94,0.050,123,-31,0.0,0.0,Bloodsucker Zone,0,0,,0,
96.99,0.050,124,-32,1.4,28.1,Bloodsucker Zone,0,0,,0,
97.04,0.051,124,-32,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.09,0.050,125,-33,1.4,28.1,Bloodsucker Zone,0,0,,0,
97.14,0.051,125,-33,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.19,0.050,125,-34,1.0,19.9,Bloodsucker Zone,0,0,,0,
97.24,0.051,126,-34,1.0,19.7,Bloodsucker Zone,0,0,,0,
97.29,0.051,126,-35,1.0,19.8,Bloodsucker Zone,0,0,,0,
97.34,0.051,127,-35,1.0,19.8,Bloodsucker Zone,0,0,,0,
97.39,0.051,127,-36,1.0,19.7,Bloodsucker Zone,0,0,,0,
97.44,0.051,128,-36,1.0,19.7,Bloodsucker Zone,0,0,,0,
97.49,0.051,128,-37,1.0,19.8,Bloodsucker Zone,0,0,,0,
97.54,0.050,128,-37,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.60,0.051,129,-38,1.4,28.0,Bloodsucker Zone,0,0,,0,
97.65,0.051,129,-38,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.70,0.051,130,-39,1.4,27.7,Bloodsucker Zone,0,0,,0,
97.75,0.051,130,-39,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.80,0.050,131,-40,1.4,28.1,Bloodsucker Zone,0,0,,0,
97.85,0.051,131,-40,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.90,0.051,131,-40,0.0,0.0,Bloodsucker Zone,0,0,,0,
97.95,0.050,132,-41,1.4,28.1,Bloodsucker Zone,0,0,,0,
98.00,0.050,132,-41,0.0,0.0,Bloodsucker Zone,0,0,,0,
98.05,0.051,133,-42,1.4,27.9,Bloodsucker Zone,0,0,,0,
98.10,0.051,133,-43,1.0,19.8,Bloodsucker Zone,0,0,,0,
98.15,0.050,133,-43,0.0,0.0,Bloodsucker Zone,0,0,,0,
98.20,0.050,134,-43,1.0,19.9,Bloodsucker Zone,0,0,,0,
98.25,0.051,134,-44,1.0,19.7,Bloodsucker Zone,0,0,,0,
98.30,0.051,135,-44,1.0,19.8,Bloodsucker Zone,0,0,,0,
98.35,0.050,135,-45,1.0,19.9,Bloodsucker Zone,0,0,,0,
98.40,0.051,136,-45,1.0,19.8,Bloodsucker Zone,0,0,,0,
98.45,0.051,136,-46,1.0,19.7,Bloodsucker Zone,0,0,,0,
98.51,0.051,136,-46,0.0,0.0,Bloodsucker Zone,0,0,,0,
98.56,0.050,137,-47,1.4,28.1,Bloodsucker Zone,0,0,,0,
98.61,0.050,137,-47,0.0,0.0,Bloodsucker Zone,0,0,,0,
98.66,0.051,138,-48,1.4,27.9,Bloodsucker Zone,0,0,,0,
98.71,0.050,138,-48,0.0,0.0,Bloodsucker Zone,0,0,,0,
98.76,0.050,138,-49,1.0,19.9,Bloodsucker Zone,0,0,,0,
98.81,0.051,139,-49,1.0,19.8,Bloodsucker Zone,0,0,,0,
98.86,0.050,139,-50,1.0,19.9,Bloodsucker Zone,0,0,,0,
98.91,0.050,140,-50,1.0,19.8,Bloodsucker Zone,0,0,,0,
98.96,0.050,140,-51,1.0,19.9,Bloodsucker Zone,0,0,,0,
99.01,0.050,141,-51,1.0,19.9,Bloodsucker Zone,0,0,,0,
99.06,0.051,141,-52,1.0,19.8,Bloodsucker Zone,0,0,,0,
99.11,0.050,141,-52,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.16,0.050,142,-53,1.4,28.1,Bloodsucker Zone,0,0,,0,
99.21,0.051,142,-53,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.26,0.050,143,-54,1.4,28.1,Bloodsucker Zone,0,0,,0,
99.31,0.051,143,-54,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.36,0.051,144,-55,1.4,27.8,Bloodsucker Zone,0,0,,0,
99.41,0.051,144,-55,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.46,0.051,144,-55,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.51,0.051,145,-56,1.4,28.0,Bloodsucker Zone,0,0,,0,
99.57,0.051,145,-56,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.62,0.051,146,-57,1.4,27.9,Bloodsucker Zone,0,0,,0,
99.67,0.050,146,-58,1.0,19.9,Bloodsucker Zone,0,0,,0,
99.72,0.050,146,-58,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.77,0.050,147,-59,1.4,28.1,Bloodsucker Zone,0,0,,0,
99.82,0.050,147,-59,0.0,0.0,Bloodsucker Zone,0,0,,0,
99.87,0.050,148,-59,1.0,19.9,Bloodsucker Zone,0,0,,0,
99.92,0.051,148,-60,1.0,19.8,Bloodsucker Zone,0,0,,0,
99.97,0.051,149,-60,1.0,19.7,Bloodsucker Zone,0,0,,0,
100.02,0.050,149,-61,1.0,19.9,Bloodsucker Zone,0,0,,0,
100.07,0.050,149,-61,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.12,0.050,150,-62,1.4,28.1,Bloodsucker Zone,0,0,,0,
100.17,0.051,150,-62,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.22,0.051,151,-63,1.4,27.7,Bloodsucker Zone,0,0,,0,
100.27,0.051,151,-63,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.32,0.051,152,-64,1.4,27.9,Bloodsucker Zone,0,0,,0,
100.37,0.051,152,-64,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.42,0.051,152,-65,1.0,19.7,Bloodsucker Zone,0,0,,0,
100.47,0.050,153,-65,1.0,19.8,Bloodsucker Zone,0,0,,0,
100.52,0.051,153,-66,1.0,19.7,Bloodsucker Zone,0,0,,0,
100.58,0.050,154,-66,1.0,19.8,Bloodsucker Zone,0,0,,0,
100.63,0.051,154,-67,1.0,19.8,Bloodsucker Zone,0,0,,0,
100.68,0.051,155,-67,1.0,19.8,Bloodsucker Zone,0,0,,0,
100.73,0.051,155,-68,1.0,19.8,Bloodsucker Zone,0,0,,0,
100.78,0.051,155,-68,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.83,0.051,156,-69,1.4,27.9,Bloodsucker Zone,0,0,,0,
100.88,0.051,156,-69,0.0,0.0,Bloodsucker Zone,0,0,,0,
100.93,0.051,157,-70,1.4,27.9,Bloodsucker Zone,0,0,,0,
100.98,0.050,157,-70,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.03,0.050,157,-70,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.08,0.050,157,-70,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.13,0.051,158,-71,1.4,27.9,Bloodsucker Zone,0,0,,0,
101.18,0.050,158,-71,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.23,0.051,159,-71,1.0,19.7,Bloodsucker Zone,0,0,,0,
101.28,0.051,159,-72,1.0,19.7,Bloodsucker Zone,0,0,,0,
101.33,0.050,160,-72,1.0,19.8,Bloodsucker Zone,0,0,,0,
101.38,0.050,160,-72,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.43,0.051,161,-73,1.4,28.0,Bloodsucker Zone,0,0,,0,
101.48,0.050,161,-73,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.53,0.050,162,-74,1.4,28.1,Bloodsucker Zone,0,0,,0,
101.59,0.050,163,-74,1.0,19.8,Bloodsucker Zone,0,0,,0,
101.64,0.051,163,-74,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.69,0.051,163,-75,1.0,19.7,Bloodsucker Zone,0,0,,0,
101.74,0.050,164,-75,1.0,19.8,Bloodsucker Zone,0,0,,0,
101.79,0.051,165,-76,1.4,27.8,Bloodsucker Zone,0,0,,0,
101.84,0.051,165,-76,0.0,0.0,Bloodsucker Zone,0,0,,0,
101.89,0.051,166,-76,1.0,19.8,Bloodsucker Zone,0,0,,0,
101.94,0.051,166,-77,1.0,19.6,Bloodsucker Zone,0,0,,0,
101.99,0.051,167,-77,1.0,19.8,Bloodsucker Zone,0,0,,0,
102.04,0.050,167,-77,0.0,0.0,Bloodsucker Zone,0,0,,0,
102.09,0.051,168,-78,1.4,27.9,Bloodsucker Zone,0,0,,0,
102.14,0.051,168,-78,0.0,0.0,Bloodsucker Zone,0,0,,0,
102.19,0.051,169,-79,1.4,27.9,Bloodsucker Zone,0,0,,0,
102.24,0.051,169,-79,0.0,0.0,Bloodsucker Zone,0,0,,0,
102.30,0.051,170,-79,1.0,19.7,Bloodsucker Zone,0,0,,0,
102.35,0.051,170,-80,1.0,19.8,Bewitcher Cave,0,0,,0,
102.40,0.051,171,-80,1.0,19.8,Bewitcher Cave,0,0,,0,
102.45,0.050,171,-81,1.0,19.8,Bewitcher Cave,0,0,,0,
102.50,0.051,172,-81,1.0,19.8,Bewitcher Cave,0,0,,0,
102.55,0.050,172,-81,0.0,0.0,Bewitcher Cave,0,0,,0,
102.60,0.051,173,-82,1.4,27.9,Bewitcher Cave,0,0,,0,
102.65,0.051,173,-82,0.0,0.0,Bewitcher Cave,0,0,,0,
102.70,0.051,174,-82,1.0,19.7,Bewitcher Cave,0,0,,0,
102.75,0.050,174,-83,1.0,19.9,Bewitcher Cave,0,0,,0,
102.80,0.051,175,-83,1.0,19.7,Bewitcher Cave,0,0,,0,
102.85,0.051,175,-84,1.0,19.7,Bewitcher Cave,0,0,,0,
102.90,0.050,176,-84,1.0,19.9,Bewitcher Cave,0,0,,0,
102.95,0.050,176,-84,0.0,0.0,Bewitcher Cave,0,0,,0,
103.00,0.051,177,-85,1.4,28.0,Bewitcher Cave,0,0,,0,
103.05,0.051,178,-85,1.0,19.7,Bewitcher Cave,0,0,,0,
103.10,0.050,178,-85,0.0,0.0,Bewitcher Cave,0,0,,0,
103.15,0.051,178,-86,1.0,19.8,Bewitcher Cave,0,0,,0,
103.21,0.051,179,-86,1.0,19.8,Bewitcher Cave,0,0,,0,
103.26,0.050,180,-87,1.4,28.1,Bewitcher Cave,0,0,,0,
103.31,0.050,180,-87,0.0,0.0,Bewitcher Cave,0,0,,0,
103.36,0.051,181,-87,1.0,19.5,Bewitcher Cave,0,0,,0,
103.41,0.051,181,-88,1.0,19.8,Bewitcher Cave,0,0,,0,
103.46,0.051,182,-88,1.0,19.6,Bewitcher Cave,0,0,,0,
103.51,0.050,182,-89,1.0,19.9,Bewitcher Cave,0,0,,0,
103.56,0.051,183,-89,1.0,19.8,Bewitcher Cave,0,0,,0,
103.61,0.052,183,-89,0.0,0.0,Bewitcher Cave,0,0,,0,
103.66,0.051,184,-90,1.4,28.0,Bewitcher Cave,0,0,,0,
103.71,0.051,184,-90,0.0,0.0,Bewitcher Cave,0,0,,0,
103.76,0.051,185,-90,1.0,19.8,Bewitcher Cave,0,0,,0,
103.81,0.051,185,-91,1.0,19.8,Bewitcher Cave,0,0,,0,
103.86,0.050,186,-91,1.0,19.8,Bewitcher Cave,0,0,,0,
103.91,0.051,186,-91,0.0,0.0,Bewitcher Cave,0,0,,0,
103.96,0.051,187,-92,1.4,28.0,Bewitcher Cave,0,0,,0,
104.02,0.051,187,-92,0.0,0.0,Bewitcher Cave,0,0,,0,
104.07,0.050,188,-93,1.4,28.1,Bewitcher Cave,0,0,,0,
104.12,0.051,188,-93,0.0,0.0,Bewitcher Cave,0,0,,0,
104.17,0.051,189,-93,1.0,19.8,Bewitcher Cave,0,0,,0,
104.22,0.051,189,-94,1.0,19.7,Bewitcher Cave,0,0,,0,
104.27,0.051,190,-94,1.0,19.4,Bewitcher Cave,0,0,,0,
104.32,0.051,190,-95,1.0,19.8,Bewitcher Cave,0,0,,0,
104.37,0.051,191,-95,1.0,19.8,Bewitcher Cave,0,0,,0,
104.42,0.051,191,-95,0.0,0.0,Bewitcher Cave,0,0,,0,
104.47,0.050,192,-96,1.4,28.1,Bewitcher Cave,0,0,,0,
104.52,0.050,193,-96,1.0,19.9,Bewitcher Cave,0,0,,0,
104.57,0.051,193,-97,1.0,19.6,Bewitcher Cave,0,0,,0,
104.62,0.051,193,-97,0.0,0.0,Bewitcher Cave,0,0,,0,
104.67,0.050,194,-97,1.0,19.9,Bewitcher Cave,0,0,,0,
104.72,0.051,195,-98,1.4,28.0,Bewitcher Cave,0,0,,0,
104.78,0.051,195,-98,0.0,0.0,Bewitcher Cave,0,0,,0,
104.83,0.051,196,-98,1.0,19.8,Bewitcher Cave,0,0,,0,
104.88,0.051,196,-99,1.0,19.8,Bewitcher Cave,0,0,,0,
104.93,0.051,197,-99,1.0,19.8,Bewitcher Cave,0,0,,0,
104.98,0.050,197,-100,1.0,19.9,Bewitcher Cave,0,0,,0,
105.03,0.051,198,-100,1.0,19.8,Bewitcher Cave,0,0,,0,
105.08,0.051,198,-100,0.0,0.0,Bewitcher Cave,0,0,,0,
105.13,0.051,199,-101,1.4,28.0,Bewitcher Cave,0,0,,0,
105.18,0.053,199,-101,0.0,0.0,Bewitcher Cave,0,0,,0,
105.23,0.050,199,-101,0.0,0.0,Bewitcher Cave,0,0,,0,
105.28,0.051,199,-101,0.0,0.0,Bewitcher Cave,0,0,,0,
105.33,0.050,200,-100,1.4,28.1,Bewitcher Cave,0,0,,0,
